Adele,21,https://open.spotify.com/album/0Lg1uZvI312TPqxNWShFXL
Adele,30,https://open.spotify.com/album/21jF5jlMtzo94wbxmJ18aa
Kay,Binary,https://open.spotify.com/album/7q9eYKUnxlErGoPA2OKZyC
薛岳,生老病死,https://open.spotify.com/album/5dIhFdWLmjNELPb1mQ4QZM
